id,num1,num2,num3,num4,num5
4982,76,6,72,61,78
4983,51,24,86,99,73
4984,23,92,68,80,11
4985,61,62,17,93,86
4986,15,52,85,3,66
4987,70,4,84,97,19
4988,6,72,30,28,70
4989,45,32,20,94,43
4990,48,99,42,58,90
4991,48,10,41,70,70
4992,59,99,9,10,15
4993,83,92,37,89,33
4994,28,3,80,100,57
4995,4,76,11,36,31
4996,97,99,10,85,33
4997,98,84,92,85,33
4998,74,87,53,88,94
4999,12,82,90,20,20
5000,47,69,66,57,56
5001,87,71,52,87,13
5002,71,97,93,8,52
5003,10,40,66,72,18
5004,11,71,77,75,25
5005,52,82,88,39,99
5006,17,72,49,35,76
5007,76,29,43,2,75
5008,40,88,34,85,19
5009,65,34,71,11,42
5010,29,50,57,70,71
5011,32,7,91,53,3
5012,44,72,61,58,55
5013,67,68,23,31,4
5014,84,80,19,51,14
5015,20,14,35,79,94
5016,2,59,13,84,86
5017,33,9,73,98,62
5018,47,18,21,54,18
5019,31,85,55,80,60
5020,90,16,35,74,89
5021,49,81,33,99,71
5022,81,39,71,72,91
5023,55,14,44,84,39
5024,83,12,89,37,5
5025,61,3,40,81,75
5026,62,27,63,19,46
5027,13,46,86,19,85
5028,79,50,97,75,56
5029,79,23,71,49,97
5030,12,77,81,80,51
5031,24,40,21,45,38
5032,23,44,74,42,58
5033,67,73,76,32,80
5034,24,30,58,55,16
5035,25,42,83,32,17
5036,19,61,59,39,42
5037,89,53,79,90,48
5038,15,87,66,71,22
5039,72,90,85,52,39
5040,23,5,1,65,77
5041,39,47,10,5,82
5042,55,61,37,87,82
5043,68,65,93,23,9
5044,96,99,50,61,36
5045,99,64,82,32,75
5046,28,79,59,11,42
5047,69,61,18,27,15
5048,15,59,94,23,30
5049,6,17,80,85,79
5050,13,91,38,23,12
5051,74,9,86,98,7
5052,57,88,51,13,48
5053,53,89,35,5,52
5054,47,31,77,82,20
5055,53,35,21,60,64
5056,56,8,36,50,97
5057,89,8,28,84,79
5058,3,7,92,99,49
5059,87,60,42,7,43
5060,88,35,6,21,69
5061,77,71,62,68,28
5062,89,13,76,34,55
5063,5,29,43,38,50
5064,58,32,54,80,76
5065,48,82,21,53,1
5066,49,28,68,9,99
5067,67,18,46,2,26
5068,42,56,18,53,98
5069,90,32,18,85,31
5070,2,78,15,56,36
5071,83,54,86,5,54
5072,89,88,47,82,35
5073,87,98,61,49,10
5074,82,3,42,54,63
5075,21,37,54,9,13
5076,78,65,63,43,64
5077,80,80,56,15,95
5078,40,100,82,24,59
5079,11,56,17,40,71
5080,47,76,43,20,38
5081,51,83,1,20,76
5082,52,77,84,91,72
5083,72,10,66,87,55
5084,37,51,45,74,71
5085,31,50,70,29,25
5086,1,5,84,67,69
5087,90,9,60,70,17
5088,63,76,22,81,71
5089,16,93,48,33,29
5090,87,22,6,82,62
5091,33,84,71,35,56
5092,63,4,37,99,99
5093,97,80,19,97,85
5094,71,56,58,14,99
5095,41,19,98,86,57
5096,27,49,96,89,35
5097,35,30,86,93,90
5098,42,63,21,54,84
5099,80,61,16,14,31
5100,73,18,67,33,1
5101,25,52,13,29,47
5102,68,84,63,90,91
5103,84,97,62,81,98
5104,63,86,46,15,51
5105,74,71,42,87,39
5106,53,100,84,43,40
5107,100,72,39,68,60
5108,40,33,53,36,75
5109,33,88,30,12,85
5110,68,76,48,58,77
5111,3,68,52,59,84
5112,98,18,91,92,86
5113,24,68,38,46,13
5114,87,99,8,18,89
5115,87,41,38,46,36
5116,98,56,33,36,19
5117,92,58,17,36,79
5118,52,74,23,64,90
5119,55,9,78,18,55
5120,4,32,95,91,93
5121,61,2,91,7,52
5122,78,55,89,90,39
5123,82,24,99,9,40
5124,41,32,77,89,24
5125,9,16,73,20,20
5126,59,75,50,14,100
5127,10,69,5,20,43
5128,57,66,29,32,92
5129,89,69,65,79,22
5130,20,63,43,91,42
5131,46,90,72,62,83
5132,53,30,8,93,47
5133,9,65,47,82,95
5134,22,93,12,39,87
5135,73,53,25,94,62
5136,16,84,41,60,58
5137,33,46,42,25,77
5138,83,27,69,16,6
5139,47,33,85,32,86
5140,60,72,51,11,71
5141,56,11,79,19,96
5142,84,13,25,18,71
5143,97,95,84,75,74
5144,94,44,63,67,48
5145,46,33,73,50,24
5146,47,91,36,20,1
5147,46,97,65,28,20
5148,61,92,55,31,61
5149,6,67,43,8,18
5150,59,94,94,87,9
5151,64,64,90,43,52
5152,97,70,81,53,78
5153,2,11,78,46,14
5154,11,47,72,74,38
5155,33,86,58,51,54
5156,31,49,58,28,74
5157,14,90,88,8,22
5158,42,77,56,26,3
5159,82,16,44,51,46
5160,59,95,33,54,26
5161,19,84,69,16,84
5162,66,97,88,28,8
5163,63,75,93,29,32
5164,10,12,22,10,2
5165,11,46,60,79,50
5166,62,54,62,91,90
5167,35,43,82,12,15
5168,96,10,32,37,49
5169,41,37,95,23,85
5170,100,82,51,89,90
5171,25,90,25,64,19
5172,13,12,63,67,87
5173,7,74,41,99,74
5174,37,3,33,39,89
5175,90,46,4,37,30
5176,85,97,91,69,61
5177,80,25,18,5,17
5178,4,48,62,73,32
5179,87,78,59,8,85
5180,61,2,52,58,98
5181,28,18,63,71,58
5182,90,94,77,53,27
5183,66,61,90,17,49
5184,37,21,56,28,24
5185,55,24,71,23,27
5186,28,19,64,25,44
5187,38,9,77,59,54
5188,7,75,87,63,81
5189,89,84,46,43,17
5190,15,79,23,39,82
5191,16,95,73,25,26
5192,65,36,12,83,24
5193,47,67,86,95,47
5194,61,44,5,85,37
5195,20,40,15,8,22
5196,6,85,2,80,61
5197,8,21,86,68,88
5198,5,19,30,88,73
5199,43,7,11,72,91
5200,66,62,25,63,43
5201,11,29,54,49,58
5202,90,80,4,13,2
5203,13,74,45,11,15
5204,73,8,81,24,62
5205,77,78,48,50,70
5206,26,90,84,89,46
5207,58,27,95,73,41
5208,88,6,2,73,70
5209,26,49,99,68,16
5210,2,16,60,4,98
5211,94,5,2,12,90
5212,24,20,20,64,27
5213,24,54,48,45,63
5214,24,2,74,83,3
5215,63,8,25,3,67
5216,84,26,93,5,16
5217,67,31,21,91,74
5218,30,82,95,90,73
5219,90,52,26,78,17
5220,49,73,35,8,100
5221,29,95,58,42,27
5222,76,34,85,46,93
5223,99,35,15,23,60
5224,56,19,20,88,45
5225,16,7,79,61,24
5226,1,85,89,57,14
5227,76,38,23,8,18
5228,76,69,10,33,54
5229,76,49,95,84,54
5230,29,17,100,60,79
5231,85,47,73,34,12
5232,77,47,19,85,23
5233,93,70,13,49,52
5234,42,54,74,65,42
5235,54,41,35,77,98
5236,49,52,7,48,81
5237,92,20,93,57,63
5238,87,88,38,20,32
5239,91,31,16,74,5
5240,40,47,5,64,81
5241,97,25,12,35,99
5242,29,44,82,82,90
5243,25,20,47,34,64
5244,42,1,21,76,55
5245,11,67,25,53,97
5246,1,5,40,36,16
5247,46,5,33,63,70
5248,46,38,47,48,11
5249,72,27,89,72,77
5250,20,82,19,86,33
5251,91,11,10,17,72
5252,56,62,25,28,17
5253,88,37,68,55,70
5254,17,47,66,48,37
5255,49,69,28,5,36
5256,49,48,80,95,18
5257,1,78,26,33,97
5258,10,62,89,17,35
5259,71,73,78,89,70
5260,81,8,95,24,24
5261,69,80,46,66,91
5262,28,15,68,68,10
5263,11,11,23,1,98
5264,59,6,89,82,82
5265,21,60,68,44,54
5266,40,9,97,66,27
5267,56,6,98,45,46
5268,82,36,24,85,9
5269,96,31,48,26,29
5270,69,4,84,27,53
5271,22,69,6,28,91
5272,91,1,8,23,48
5273,15,37,2,17,45
5274,5,46,8,30,26
5275,34,49,69,38,47
5276,7,64,66,44,86
5277,1,41,21,58,14
5278,68,98,60,5,40
5279,56,91,58,18,3
5280,81,38,61,62,81
5281,11,45,11,78,31
5282,15,64,18,53,42
5283,96,30,6,38,79
5284,49,9,40,58,79
5285,31,31,69,79,83
5286,5,26,14,57,30
5287,63,66,68,6,1
5288,36,98,46,9,86
5289,2,34,73,40,31
5290,22,70,29,69,57
5291,35,35,64,27,24
5292,67,47,25,92,69
5293,46,54,49,42,1
5294,92,46,23,79,94
5295,100,89,97,33,88
5296,4,7,19,96,41
5297,99,92,51,41,65
5298,12,77,3,74,11
5299,64,10,88,12,67
5300,53,100,79,47,85
5301,1,22,38,85,75
5302,11,25,21,88,12
5303,1,41,42,98,58
5304,8,41,16,70,76
5305,71,22,70,40,92
5306,69,20,75,78,39
5307,92,86,50,62,77
5308,57,80,67,45,65
5309,25,10,99,37,46
5310,12,62,1,89,96
5311,81,17,68,45,76
5312,25,29,80,28,64
5313,93,23,86,31,45
5314,32,17,1,36,31
5315,2,15,4,46,75
5316,50,14,2,54,1
5317,72,80,53,12,59
5318,71,6,45,64,94
5319,2,26,81,33,29
5320,75,67,8,70,26
5321,40,55,39,58,60
5322,18,55,95,72,69
5323,13,54,31,62,35
5324,86,16,95,90,52
5325,83,68,10,90,37
5326,15,26,35,22,1
5327,77,10,76,73,90
5328,22,20,75,78,96
5329,57,76,2,76,4
5330,26,17,22,41,80
5331,67,58,18,17,9
5332,19,22,12,74,32
5333,9,3,14,56,10
5334,81,59,27,79,29
5335,53,14,97,29,98
5336,3,18,20,94,46
5337,60,70,26,77,37
5338,8,68,20,24,22
5339,84,93,40,13,78
5340,3,54,85,50,50
5341,54,75,60,66,99
5342,35,3,14,17,47
5343,73,100,12,55,85
5344,84,78,51,21,37
5345,76,1,50,10,2
5346,88,13,39,44,98
5347,38,19,10,39,95
5348,27,94,62,66,24
5349,19,83,12,53,10
5350,34,73,87,72,4
5351,85,13,57,46,89
5352,49,3,90,76,82
5353,38,53,3,77,46
5354,96,27,75,86,35
5355,11,23,23,62,84
5356,76,86,21,2,62
5357,27,47,63,85,11
5358,63,79,62,28,20
5359,75,45,10,12,35
5360,10,82,80,45,56
5361,57,38,1,87,12
5362,66,44,18,44,58
5363,55,96,43,85,5
5364,56,59,81,24,25
5365,13,44,45,34,53
5366,80,43,65,23,60
5367,25,72,63,34,57
5368,68,17,81,28,90
5369,63,97,90,4,50
5370,14,29,8,67,69
5371,17,92,27,93,55
5372,65,7,3,62,54
5373,40,46,8,62,27
5374,7,77,49,87,32
5375,60,83,16,31,19
5376,89,97,10,84,100
5377,55,62,51,40,17
5378,65,97,97,23,23
5379,79,51,38,13,66
5380,47,39,73,61,52
5381,68,49,51,48,93
5382,78,70,69,67,48
5383,59,1,6,83,69
5384,4,4,74,58,2
5385,35,96,50,47,77
5386,99,61,8,69,8
5387,51,31,71,73,1
5388,25,60,81,7,27
5389,57,60,37,8,92
5390,30,38,80,25,35
5391,35,91,51,66,6
5392,47,42,44,54,92
5393,81,21,63,34,39
5394,71,72,96,29,93
5395,5,56,95,37,98
5396,65,3,34,32,55
5397,5,70,46,69,24
5398,42,58,38,49,22
5399,89,73,50,1,81
5400,24,71,52,51,57
5401,7,53,61,16,47
5402,31,25,16,51,45
5403,42,84,39,90,98
5404,67,55,53,24,27
5405,4,44,50,18,98
5406,90,53,52,82,44
5407,40,76,34,33,84
5408,73,83,23,39,13
5409,60,32,54,49,80
5410,27,68,9,61,83
5411,17,41,90,63,70
5412,26,68,76,28,45
5413,29,74,93,64,44
5414,75,4,52,78,48
5415,84,18,50,24,68
5416,63,57,55,40,49
5417,84,35,68,63,34
5418,63,76,19,64,33
5419,100,53,51,57,9
5420,96,29,55,68,63
5421,64,57,27,94,9
5422,40,50,68,27,29
5423,29,19,49,8,72
5424,38,53,79,14,14
5425,59,21,45,36,66
5426,33,18,46,37,94
5427,13,32,27,83,83
5428,65,29,73,35,24
5429,72,30,76,21,4
5430,28,56,24,77,61
5431,18,35,78,33,30
5432,73,69,11,83,29
5433,5,3,7,6,45
5434,32,83,67,37,56
5435,51,45,74,22,66
5436,85,35,65,7,78
5437,91,25,40,51,65
5438,88,52,68,49,9
5439,54,28,6,1,94
5440,20,68,55,60,46
5441,23,40,14,22,63
5442,85,4,40,41,18
5443,87,20,72,37,65
5444,52,79,87,17,56
5445,100,92,23,86,65
5446,23,4,83,92,100
5447,89,82,93,49,4
5448,44,19,92,93,66
5449,58,62,33,79,61
5450,73,61,40,23,11
5451,56,57,26,6,34
5452,14,81,4,19,47
5453,50,96,44,46,24
5454,63,74,29,41,85
5455,87,70,58,12,91
5456,48,55,97,15,93
5457,89,60,5,78,35
5458,93,33,89,94,55
5459,50,96,16,77,41
5460,79,18,75,54,77
5461,80,32,89,28,43
5462,68,53,78,20,6
5463,63,38,63,2,97
5464,92,99,95,65,56
5465,30,55,5,9,61
5466,20,66,37,33,68
5467,40,58,75,37,10
5468,77,28,15,39,83
5469,84,91,14,69,28
5470,52,26,59,28,91
5471,68,74,86,9,9
5472,50,24,92,57,81
5473,3,58,86,31,91
5474,52,48,88,65,58
5475,53,12,92,60,22
5476,46,79,37,7,47
5477,30,3,56,21,28
5478,96,25,29,65,69
5479,3,52,99,21,13
5480,88,76,58,22,78
5481,48,65,3,67,98
5482,5,25,50,32,24
5483,35,85,82,34,81
5484,33,84,56,30,89
5485,48,89,7,55,26
5486,15,60,32,24,27
5487,55,21,99,10,90
5488,7,25,20,21,44
5489,53,59,56,1,60
5490,15,43,63,84,61
5491,34,34,72,42,34
5492,24,76,45,19,31
5493,11,12,34,70,97
5494,48,36,33,34,50
5495,6,57,52,59,31
5496,42,41,60,50,92
5497,82,9,31,99,47
5498,88,74,66,93,86
5499,32,72,47,95,5
5500,6,81,84,96,42
5501,6,5,49,87,99
5502,38,39,88,4,97
5503,26,13,97,77,13
5504,59,78,14,75,60
5505,54,88,43,72,93
5506,23,35,48,15,48
5507,6,66,5,69,23
5508,91,90,63,11,60
5509,62,31,20,33,16
5510,92,19,25,95,44
5511,39,33,42,11,21
5512,86,2,94,8,27
5513,95,32,99,18,92
5514,31,55,51,81,8
5515,69,90,30,5,2
5516,37,80,30,1,32
5517,14,76,20,85,60
5518,58,82,55,44,93
5519,60,6,69,33,72
5520,57,22,88,50,15
5521,20,85,61,23,20
5522,30,59,69,93,77
5523,59,82,58,49,63
5524,47,25,67,22,23
5525,71,80,88,95,81
5526,10,17,54,97,98
5527,34,84,5,82,94
5528,37,85,39,5,25
5529,99,55,64,9,53
5530,30,33,47,35,21
5531,99,87,82,74,5
5532,82,42,47,79,13
5533,71,96,42,45,47
5534,54,89,27,3,92
5535,86,54,93,10,37
5536,74,34,67,43,16
5537,57,33,95,32,8
5538,14,19,21,30,1
5539,42,11,8,75,60
5540,83,9,94,62,77
5541,39,15,21,90,98
5542,22,79,31,57,7
5543,43,43,9,46,90
5544,12,93,75,15,61
5545,57,44,97,33,55
5546,66,75,72,14,92
5547,5,43,64,31,6
5548,97,34,60,33,11
5549,62,69,71,72,89
5550,4,27,77,18,100
5551,1,3,51,14,2
5552,41,41,58,43,14
5553,5,67,53,84,31
5554,46,79,72,33,56
5555,84,88,94,7,37
5556,48,30,95,64,94
5557,90,52,90,10,12
5558,12,100,26,86,70
5559,79,32,66,82,16
5560,8,84,9,5,18
5561,85,70,35,85,20
5562,44,92,36,92,3
5563,60,33,100,18,46
5564,3,77,38,72,8
5565,74,19,35,31,46
5566,20,87,36,85,76
5567,57,92,61,56,99
5568,75,44,59,60,16
5569,40,58,43,90,96
5570,24,46,52,32,67
5571,59,57,59,77,38
5572,39,52,22,70,1
5573,51,52,68,86,20
5574,52,15,74,3,96
5575,69,29,24,77,9
5576,100,21,56,8,7
5577,95,91,40,65,6
5578,12,51,39,8,94
5579,77,75,66,14,26
5580,36,69,6,79,44
5581,66,62,96,26,91
5582,52,85,19,14,10
5583,75,52,23,71,35
5584,22,1,43,9,87
5585,95,56,19,53,24
5586,88,17,57,84,2
5587,65,79,94,1,2
5588,46,10,100,21,21
5589,72,44,88,62,56
5590,71,25,93,63,25
5591,86,12,18,44,15
5592,27,7,6,39,76
5593,8,80,54,55,59
5594,79,58,71,83,95
5595,9,72,5,2,100
5596,71,81,78,82,70
5597,46,81,8,13,36
5598,17,88,43,74,38
5599,62,39,100,10,15
5600,3,61,20,59,28
5601,79,86,9,10,57
5602,9,50,42,28,25
5603,52,22,80,94,22
5604,21,29,27,78,94
5605,98,99,24,93,44
5606,99,51,6,41,24
5607,52,68,100,67,51
5608,84,65,14,84,81
5609,32,61,65,45,71
5610,32,36,8,24,31
5611,46,91,39,48,38
5612,82,12,11,61,87
5613,24,6,46,69,78
5614,93,83,49,87,44
5615,98,49,37,13,49
5616,53,74,24,30,28
5617,42,78,3,19,77
5618,32,25,17,65,32
5619,15,59,52,69,38
5620,66,69,81,63,99
5621,44,23,18,61,3
5622,1,1,4,63,68
5623,100,68,84,89,91
5624,17,32,22,85,80
5625,26,4,14,62,53
5626,57,39,94,61,71
5627,70,93,9,28,31
5628,77,26,75,12,81
5629,59,9,70,74,60
5630,72,73,90,12,73
5631,50,84,52,67,79
5632,44,98,97,99,52
5633,51,74,20,61,67
5634,70,13,69,77,100
5635,50,64,89,3,83
5636,18,67,82,83,84
5637,41,28,64,2,82
5638,89,76,68,40,42
5639,72,23,5,55,18
5640,79,93,34,44,65
5641,77,41,59,20,34
5642,63,14,24,53,50
5643,29,8,45,66,26
5644,29,96,23,44,61
5645,99,26,25,25,57
5646,35,68,27,76,73
5647,64,79,26,7,31
5648,46,18,22,78,21
5649,24,75,9,22,29
5650,7,100,22,42,8
5651,69,94,67,30,94
5652,61,90,84,35,5
5653,67,20,69,50,64
5654,55,70,98,82,32
5655,5,3,37,77,6
5656,23,5,50,84,25
5657,34,83,65,47,82
5658,39,61,20,44,44
5659,88,45,37,41,88
5660,38,84,90,80,27
5661,56,80,81,61,75
5662,51,12,80,17,32
5663,26,19,83,6,56
5664,25,6,46,78,78
5665,59,77,80,2,97
5666,62,50,61,54,61
5667,57,24,52,83,52
5668,59,59,21,37,8
5669,59,66,92,25,21
5670,56,25,35,90,55
5671,76,78,23,92,42
5672,90,87,43,16,41
5673,28,56,33,10,70
5674,72,22,8,61,8
5675,93,61,63,54,92
5676,15,16,92,97,77
5677,71,76,16,78,80
5678,35,68,41,39,85
5679,10,23,80,27,55
5680,50,10,86,32,64
5681,45,61,19,52,2
5682,33,33,83,22,56
5683,99,94,90,77,95
5684,75,12,33,70,96
5685,86,61,5,56,99
5686,97,5,54,38,44
5687,72,6,47,37,33
5688,38,56,17,87,20
5689,98,29,75,55,20
5690,22,4,69,98,42
5691,14,32,5,58,100
5692,32,35,30,48,66
5693,39,83,5,45,46
5694,2,88,70,96,76
5695,13,50,53,56,79
5696,9,67,59,19,90
5697,1,70,19,13,60
5698,46,99,70,78,5
5699,2,58,50,53,99
5700,30,18,66,89,58
5701,18,85,36,33,55
5702,56,54,75,7,21
5703,72,64,43,19,86
5704,3,86,97,58,88
5705,64,95,45,86,85
5706,14,66,43,51,56
5707,26,2,49,96,31
5708,64,82,36,66,18
5709,8,18,31,77,26
5710,22,35,11,78,61
5711,78,32,87,41,77
5712,43,70,71,25,90
5713,96,27,29,52,63
5714,17,70,29,91,39
5715,82,87,88,15,28
5716,35,8,66,77,22
5717,12,74,81,33,92
5718,85,70,22,84,40
5719,42,21,76,18,46
5720,95,44,40,79,65
5721,40,73,27,30,6
5722,28,85,9,52,96
5723,40,99,26,21,86
5724,33,52,65,97,30
5725,20,55,27,86,54
5726,75,65,26,29,50
5727,53,46,12,82,7
5728,19,71,49,95,39
5729,28,44,74,100,8
5730,71,36,51,21,74
5731,27,36,3,36,15
5732,76,9,91,91,5
5733,67,3,52,25,43
5734,10,23,64,79,100
5735,63,84,100,27,16
5736,66,40,58,37,78
5737,59,84,62,34,42
5738,73,21,89,77,9
5739,30,57,33,3,78
5740,20,9,35,87,30
5741,51,74,86,63,42
5742,1,89,64,53,72
5743,30,15,25,50,14
5744,73,70,10,72,8
5745,42,52,98,1,20
5746,38,9,67,98,4
5747,70,55,6,82,43
5748,69,38,36,9,92
5749,93,41,34,64,57
5750,3,54,84,26,46
5751,32,11,67,97,9
5752,28,88,26,98,84
5753,84,71,87,12,65
5754,40,80,30,17,18
5755,8,27,19,58,17
5756,42,27,13,71,35
5757,70,82,97,74,42
5758,59,26,89,46,46
5759,66,55,61,99,26
5760,64,7,17,60,67
5761,39,26,22,32,82
5762,19,59,11,3,34
5763,9,41,67,47,84
5764,53,46,18,28,100
5765,26,47,40,45,15
5766,71,75,53,63,71
5767,59,97,86,37,43
5768,98,68,53,14,37
5769,7,65,38,35,52
5770,6,95,57,45,90
5771,6,99,74,99,70
5772,48,23,89,57,89
5773,1,7,43,13,58
5774,17,61,35,65,58
5775,58,28,68,16,62
5776,18,94,80,35,92
5777,71,15,63,40,58
5778,75,48,100,92,31
5779,15,8,47,44,71
5780,14,8,82,71,35
5781,57,74,20,58,35
5782,46,14,69,10,2
5783,70,38,72,78,68
5784,64,31,69,71,43
5785,64,15,31,51,12
5786,11,92,40,29,80
5787,5,54,42,31,23
5788,6,55,97,6,93
5789,71,85,80,84,32
5790,36,63,48,94,61
5791,83,21,98,29,83
5792,57,45,16,67,61
5793,98,97,95,99,65
5794,18,79,98,13,55
5795,82,62,82,78,67
5796,77,31,35,23,42
5797,61,58,58,28,21
5798,93,54,23,61,40
5799,47,84,48,15,47
5800,38,42,68,96,71
5801,95,98,49,92,9
5802,52,67,65,50,19
5803,63,19,6,66,16
5804,46,90,47,22,74
5805,76,72,70,38,97
5806,45,56,60,70,34
5807,77,79,4,75,46
5808,3,97,79,34,80
5809,58,41,33,49,46
5810,98,78,50,37,48
5811,63,27,43,15,66
5812,37,32,92,20,91
5813,48,70,79,83,29
5814,44,76,83,34,39
5815,10,45,1,84,93
5816,23,82,87,71,49
5817,19,83,4,36,79
5818,34,80,3,25,29
5819,10,79,17,50,79
5820,54,40,18,42,10
5821,98,29,33,71,13
5822,89,62,83,96,17
5823,12,68,9,13,17
5824,94,62,64,52,96
5825,86,12,82,13,77
5826,34,35,98,28,77
5827,58,83,85,90,90
5828,82,70,18,74,92
5829,9,36,5,90,38
5830,26,49,52,95,30
5831,90,65,66,36,73
5832,88,30,93,28,83
5833,25,7,19,77,79
5834,11,36,44,57,95
5835,85,34,61,40,88
5836,31,97,69,99,78
5837,57,67,89,19,10
5838,14,91,15,60,14
5839,48,25,76,44,64
5840,7,22,81,28,14
5841,88,91,6,16,60
5842,26,6,22,19,47
5843,32,79,75,87,50
5844,93,37,11,26,57
5845,67,42,20,9,56
5846,24,40,56,92,76
5847,77,48,33,71,6
5848,3,63,44,98,32
5849,68,46,68,87,28
5850,35,88,96,85,63
5851,55,11,51,44,90
5852,86,86,2,68,9
5853,61,73,73,79,60
5854,79,73,34,32,31
5855,27,66,41,61,70
5856,94,89,21,68,31
5857,79,24,20,16,43
5858,72,32,19,51,79
5859,33,54,93,17,16
5860,85,3,61,93,45
5861,90,31,8,51,37
5862,51,78,71,100,44
5863,88,2,29,85,61
5864,10,32,29,36,7
5865,7,87,81,51,39
5866,31,8,33,31,81
5867,92,60,92,14,41
5868,59,54,48,93,16
5869,83,30,74,2,98
5870,58,96,51,80,22
5871,65,72,67,85,46
5872,61,19,69,9,85
5873,8,40,89,70,24
5874,93,59,4,73,88
5875,59,28,56,27,55
5876,24,100,12,16,52
5877,90,44,57,17,22
5878,5,93,27,55,63
5879,49,25,96,66,48
5880,57,79,63,21,50
5881,96,9,13,72,17
5882,32,79,92,100,48
5883,66,83,3,34,23
5884,54,97,79,15,12
5885,36,15,96,48,15
5886,85,20,60,33,56
5887,79,60,28,87,18
5888,23,79,44,31,31
5889,93,26,94,92,22
5890,23,92,96,39,33
5891,97,37,7,3,62
5892,19,96,37,38,23
5893,98,33,88,43,69
5894,72,68,78,100,79
5895,57,19,25,67,79
5896,35,14,41,77,49
5897,85,9,14,84,10
5898,81,93,57,74,82
5899,56,67,69,49,10
5900,66,57,56,55,21
5901,75,37,44,80,1
5902,28,68,91,74,43
5903,84,15,34,75,9
5904,50,88,81,62,88
5905,50,90,56,95,80
5906,53,81,25,24,100
5907,53,23,72,40,43
5908,59,13,48,55,21
5909,89,59,36,74,31
5910,22,28,58,26,27
5911,73,61,67,41,21
5912,44,89,65,43,84
5913,67,91,64,80,98
5914,53,11,18,36,94
5915,98,20,32,79,56
5916,43,93,39,17,6
5917,24,91,19,68,96
5918,51,95,65,36,43
5919,99,29,82,65,69
5920,27,67,98,44,72
5921,59,17,21,46,38
5922,87,25,63,13,47
5923,40,51,75,13,78
5924,59,24,89,28,5
5925,65,16,70,42,23
5926,26,59,42,98,64
5927,10,90,17,78,6
5928,100,3,25,100,53
5929,68,69,94,49,88
5930,100,63,75,22,24
5931,88,48,11,49,91
5932,33,16,9,35,53
5933,14,51,2,42,6
5934,43,39,5,60,2
5935,96,73,83,4,42
5936,29,44,27,65,46
5937,21,75,57,39,43
5938,95,44,95,27,98
5939,93,11,45,12,40
5940,56,59,81,64,48
5941,29,53,11,55,44
5942,33,94,54,73,29
5943,72,17,71,85,70
5944,18,84,2,89,54
5945,99,31,64,5,49
5946,71,29,75,93,57
5947,45,95,57,100,58
5948,64,5,17,41,44
5949,31,10,64,65,19
5950,37,93,41,19,36
5951,41,20,11,54,31
5952,11,47,68,1,4
5953,76,57,8,38,24
5954,94,12,54,83,93
5955,84,9,16,28,53
5956,68,30,35,98,9
5957,88,74,50,25,92
5958,86,19,84,5,55
5959,24,52,49,6,10
5960,77,58,78,32,87
5961,83,81,16,70,77
5962,56,40,12,60,19
5963,33,52,12,93,59
5964,55,75,15,63,6
5965,12,2,14,13,16
5966,83,56,98,63,15
5967,96,47,3,52,96
5968,1,94,60,71,45
5969,85,7,41,79,50
5970,31,51,99,18,21
5971,52,79,39,42,39
5972,39,90,9,1,66
5973,16,72,71,55,80
5974,11,81,41,27,89
5975,66,76,76,74,79
5976,54,100,43,45,9
5977,20,98,93,77,55
5978,48,18,71,38,1
5979,41,80,100,2,42
5980,55,6,29,68,10
5981,3,70,22,84,26
5982,72,2,32,43,68
5983,63,15,36,1,90
5984,63,7,92,13,17
5985,1,29,39,96,28
5986,38,13,12,52,97
5987,7,59,30,74,91
5988,79,94,78,73,29
5989,34,21,15,5,73
5990,74,75,65,23,8
5991,82,78,99,4,82
5992,36,14,67,45,88
5993,91,37,32,43,54
5994,52,38,93,17,57
5995,50,78,11,23,66
5996,5,7,93,80,18
5997,41,99,54,45,30
5998,23,57,39,78,99
5999,22,18,6,41,47
6000,5,95,29,55,2
6001,34,95,63,45,32
6002,97,40,94,85,76
6003,53,86,1,81,16
6004,53,49,14,98,10
6005,35,30,38,77,58
6006,67,88,56,51,20
6007,24,27,57,78,52
6008,68,77,20,35,27
6009,19,55,3,3,94
6010,71,24,80,96,28
6011,73,43,19,53,36
6012,43,54,37,3,57
6013,94,3,58,11,57
6014,96,67,71,82,84
6015,40,63,12,9,41
6016,82,58,18,33,72
6017,68,9,54,12,55
6018,2,46,21,18,15
6019,68,9,60,19,20
6020,38,86,74,82,75
6021,43,64,70,61,56
6022,46,69,53,12,59
6023,71,4,85,16,55
6024,27,6,67,85,48
6025,66,27,90,6,63
6026,54,4,8,3,81
6027,69,47,65,53,80
6028,91,65,6,30,45
6029,19,2,52,67,80
6030,54,79,81,69,66
6031,9,3,6,41,70
6032,26,66,66,38,9
6033,75,36,14,62,54
6034,29,18,24,63,36
6035,35,81,40,61,84
6036,48,16,29,1,51
6037,41,83,88,26,8
6038,67,47,20,94,43
6039,39,75,71,37,1
6040,22,19,90,100,55
6041,73,28,48,59,81
6042,54,21,46,70,63
6043,96,70,67,8,39
6044,47,95,99,58,21
6045,28,23,16,74,50
6046,92,90,34,60,29
6047,31,67,5,61,36
6048,17,21,9,65,45
6049,28,48,69,84,57
6050,68,66,4,95,83
6051,13,79,61,36,31
6052,63,54,25,73,43
6053,62,42,4,11,20
6054,9,46,1,63,48
6055,96,48,77,63,3
6056,6,89,57,91,66
